college_name,sat_score,state,institution_type,major,admission_rate,undergrad_enrollment,tuition
Mississippi Delta Community College,1154,MS,Public,Unknown,0.7778,1490,11540
University Of Mississippi,1187,MS,Public,Unknown,0.9778,18995,28952
Mississippi University For Women,1050,MS,Public,Unknown,1.0,1593,22879
Mississippi Valley State University,910,MS,Public,Unknown,0.5116,1326,21154
Mississippi College,1120,MS,Private,Unknown,0.4887,2423,41365
Hatfield'S Mississippi College Of Beauty Culture,1154,MS,Private,Unknown,0.7778,51,18700
Mississippi Gulf Coast Community College,1154,MS,Public,Unknown,0.7778,6231,13565
Mississippi State University,1220,MS,Public,Unknown,0.7632,18092,29454
Northeast Mississippi Community College,1154,MS,Public,Unknown,0.7778,2640,15434
Northwest Mississippi Community College,1154,MS,Public,Unknown,0.7778,5181,13475
Pearl River Community College,1154,MS,Public,Unknown,0.7778,4725,13048
Rust College,1154,MS,Private,Unknown,0.3469,428,23320
Southeastern Baptist College,1154,MS,Private,Unknown,0.7778,65,13325
Southwest Mississippi Community College,1154,MS,Public,Unknown,0.7778,1497,11850
University Of Southern Mississippi,1120,MS,Public,Unknown,0.9938,9899,27102
Tougaloo College,1154,MS,Private,Unknown,0.5319,681,24782
Vaughn Beauty College,1154,MS,Private,Unknown,0.7778,60,18700
Wesley Biblical Seminary,1154,MS,Private,Unknown,0.7778,27,8500
William Carey University,1120,MS,Private,Unknown,0.5797,1818,31068
Aquinas Institute Of Theology,1154,MO,Private,Unknown,0.7778,1107,18700
Avila University,942,MO,Private,Unknown,0.5954,1192,52337
Mission University,1154,MO,Private,Unknown,0.7778,342,30090
House Of Heavilin Beauty College-Blue Springs,1154,MO,Private,Unknown,0.7778,120,18700
Cox College,1154,MO,Private,Unknown,0.7143,634,17299
Calvary University,1008,MO,Private,Unknown,0.7091,170,22470
Cape Girardeau Career And Technology Center,1154,MO,Public,Unknown,0.7778,212,18700
Central Christian College Of The Bible,1154,MO,Private,Unknown,0.7778,145,24805
Central Methodist University-College Of Liberal Arts And Sciences,1090,MO,Private,Unknown,0.879,1015,44400
University Of Central Missouri,1090,MO,Public,Unknown,0.6861,5653,23803
Grand River Technical School,1154,MO,Public,Unknown,1.0,39,18700
Cleveland University-Kansas City,1154,KS,Private,Unknown,0.8,79,15900
Conception Seminary College,1250,MO,Private,Unknown,1.0,32,42698
Concordia Seminary,1154,MO,Private,Unknown,0.7778,1107,18700
Cottey College,1190,MO,Private,Unknown,0.6631,266,39655
Covenant Theological Seminary,1154,MO,Private,Unknown,0.7778,1107,18700
Crowder College,1154,MO,Public,Unknown,0.7778,2622,23156
Culver-Stockton College,1020,MO,Private,Unknown,0.98,884,44468
Drury University,1212,MO,Private,Unknown,0.5887,1367,50621
East Central College,1154,MO,Public,Unknown,0.7778,1719,6564
Eden Theological Seminary,1154,MO,Private,Unknown,0.7778,1107,18700
Pinnacle Career Institute,1154,MO,Private,Unknown,0.7778,488,18700
Evangel University,1154,MO,Private,Unknown,0.693,1205,40920
Fontbonne University,1154,MO,Private,Unknown,0.9503,632,46802
Four Rivers Career Center,1154,MO,Public,Unknown,0.7778,24,18345
Ozarks Technical Community College,1154,MO,Public,Unknown,0.7778,8194,6424
Hannibal-Lagrange University,1020,MO,Private,Unknown,0.5874,381,41080
Harris-Stowe State University,1154,MO,Public,Unknown,0.7778,1086,25240
House Of Heavilin Beauty College-Kansas City,1154,MO,Private,Unknown,0.7778,60,18700
Summit Salon Academy Kansas City,1154,MO,Private,Unknown,0.7778,108,18700
Jefferson College,1154,MO,Public,Unknown,0.7778,2514,16485
Paul Mitchell The School-Missouri Columbia,1154,MO,Private,Unknown,0.7778,149,18700
Barnes-Jewish College Goldfarb School Of Nursing,1154,MO,Private,Unknown,0.7778,426,18700
Kansas City Art Institute,1154,MO,Private,Unknown,0.6035,782,59300
Kenrick Glennon Seminary,1154,MO,Private,Unknown,0.7778,1107,18700
A T Still University Of Health Sciences,1154,MO,Private,Unknown,0.7778,1107,18700
Lex La-Ray Technical Center,1154,MO,Public,Unknown,0.75,22,18700
Lindenwood University,1120,MO,Private,Unknown,0.6586,4748,36200
State Technical College Of Missouri,1154,MO,Public,Unknown,0.7778,2023,20436
Logan University,998,MO,Private,Unknown,0.9,258,10500
Metropolitan Community College-Kansas City,1154,MO,Public,Unknown,0.7778,10412,9102
Maryville University Of Saint Louis,1154,MO,Private,Unknown,0.9369,5988,44766
Missouri College Of Cosmetology And Esthetics,1154,MO,Private,Unknown,0.7778,88,18700
Midwest Institute,1154,MO,Private,Unknown,0.7778,151,18700
Midwestern Baptist Theological Seminary,1154,MO,Private,Unknown,0.9433,791,26178
Mineral Area College,1154,MO,Public,Unknown,0.7778,1530,21276
Missouri Baptist University,983,MO,Private,Unknown,0.641,1452,52020
Missouri Southern State University,1090,MO,Public,Unknown,0.9744,3101,20051
Missouri Valley College,1018,MO,Private,Unknown,0.5269,1274,37900
Missouri Western State University,1154,MO,Public,Unknown,0.7778,2372,24645
University Of Missouri-Columbia,1247,MO,Public,Unknown,0.7702,23118,32272
University Of Missouri-Kansas City,1230,MO,Public,Unknown,0.7499,6618,29566
Missouri University Of Science And Technology,1287,MO,Public,Unknown,0.7307,5467,29560
University Of Missouri-St Louis,1147,MO,Public,Unknown,0.5716,5108,34106
Moberly Area Community College,1154,MO,Public,Unknown,0.7778,2928,16416
Nazarene Theological Seminary,1154,MO,Private,Unknown,0.7778,1107,18700
Neosho Beauty College,1154,MO,Private,Unknown,0.7778,62,18700
Truman State University,1249,MO,Public,Unknown,0.7996,2666,25451
Northwest Missouri State University,1090,MO,Public,Unknown,0.8591,4550,24945
Ozark Christian College,1154,MO,Private,Unknown,0.9819,612,28602
College Of The Ozarks,1125,MO,Private,Unknown,0.1487,1415,33734
Park University,1154,MO,Private,Unknown,0.7778,5250,30578
Stevens-The Institute Of Business & Arts,1154,MO,Private,Unknown,0.7143,95,13718
Poplar Bluff Technical Career Center,1154,MO,Public,Unknown,0.7778,14,18700
Ranken Technical College,1154,MO,Private,Unknown,0.7778,1695,34978
Research College Of Nursing,1154,MO,Private,Unknown,0.7778,249,18700
Rockhurst University,1218,MO,Private,Unknown,0.6905,1702,62830
Saint Louis University,1326,MO,Private,Unknown,0.8147,7324,73884
Salem College Of Hairstyling,1154,MO,Private,Unknown,0.7778,32,18700
University Of Health Sciences And Pharmacy In St. Louis,1150,MO,Private,Unknown,0.7513,274,55332
Saint Louis Community College,1154,MO,Public,Unknown,0.7778,11174,6130
Saint Paul School Of Theology,1154,KS,Private,Unknown,0.7778,1107,18700
Southwest Baptist University,1084,MO,Private,Unknown,0.9972,1339,40772
Missouri State University-West Plains,1154,MO,Public,Unknown,0.7778,860,17565
St Louis College Of Health Careers-St Louis,1154,MO,Private,Unknown,0.7778,108,18700
State Fair Community College,1154,MO,Public,Unknown,0.7778,2475,18651
Stephens College,1104,MO,Private,Unknown,0.9155,353,47133
Southeast Missouri State University,1018,MO,Public,Unknown,0.785,6588,27282
Missouri State University-Springfield,1119,MO,Public,Unknown,0.9105,13407,25048
Three Rivers College,1154,MO,Public,Unknown,0.7778,1909,22086
North Central Missouri College,1154,MO,Public,Unknown,0.7778,1198,20132
Kansas City University,1154,MO,Private,Unknown,0.7778,1107,18700
Washington University In St Louis,1530,MO,Private,Unknown,0.1196,7897,88488
Webster University,1145,MO,Private,Unknown,0.5799,2180,53108
Westminster College,1083,MO,Private,Unknown,0.7758,592,52106
William Jewell College,1114,MO,Private,Unknown,0.3429,868,35939
William Woods University,1154,MO,Private,Unknown,0.7449,1061,50477
Academy Of Cosmetology Inc,1154,MT,Private,Unknown,0.7778,35,18700
Blackfeet Community College,1154,MT,Private,Unknown,0.7778,240,4910
Butte Academy Of Beauty Culture,1154,MT,Private,Unknown,0.7778,13,18700
Highlands College Of Montana Tech,1154,MT,Public,Unknown,0.7778,343,20818
Crevier'S Academy Of Cosmetology Arts,1154,MT,Private,Unknown,0.7778,62,18700
Carroll College,1170,MT,Private,Unknown,0.7264,1052,56044
Dawson Community College,1154,MT,Public,Unknown,0.7778,226,19505
Chief Dull Knife College,1154,MT,Public,Unknown,0.7778,226,3260
Montana State University Billings,1154,MT,Public,Unknown,0.7778,2710,23696
Flathead Valley Community College,1154,MT,Public,Unknown,0.7778,1169,20395
Aaniiih Nakoda College,1154,MT,Public,Unknown,0.7778,108,4900
Fort Peck Community College,1154,MT,Public,Unknown,0.7778,426,2950
Great Falls College Montana State University,1154,MT,Public,Unknown,0.7778,828,5304
University Of Providence,985,MT,Private,Unknown,0.642,527,44518
Helena College University Of Montana,1154,MT,Public,Unknown,0.7778,641,5491
Little Big Horn College,1154,MT,Public,Unknown,0.7778,339,3800
Miles Community College,1154,MT,Public,Unknown,0.7778,353,18065
Montana Technological University,1126,MT,Public,Unknown,0.899,1428,24888
Montana State University,1154,MT,Public,Unknown,0.8683,14472,26671
The University Of Montana,1190,MT,Public,Unknown,0.956,7079,25228
Montana State University-Northern,1154,MT,Public,Unknown,0.7778,787,17895
Rocky Mountain College,1093,MT,Private,Unknown,0.7288,790,48298
Salish Kootenai College,1154,MT,Public,Unknown,0.7778,568,17319
The University Of Montana-Western,1154,MT,Public,Unknown,0.995,1271,21712
Bellevue University,1154,NE,Private,Unknown,0.7778,10426,25326
Clarkson College,1154,NE,Private,Unknown,0.6429,611,26522
Bryan College Of Health Sciences,1154,NE,Private,Unknown,0.6291,534,21270
Central Community College,1154,NE,Public,Unknown,0.7778,3206,15312
Chadron State College,1154,NE,Public,Unknown,0.7778,1634,23138
College Of Hair Design-Downtown,1154,NE,Private,Unknown,0.7778,72,18700
Concordia University-Nebraska,1148,NE,Private,Unknown,0.9004,1270,53450
Creighton University,1296,NE,Private,Unknown,0.7231,4231,63790
Doane University,1154,NE,Private,Unknown,0.8953,981,57836
Hastings College,1154,NE,Private,Unknown,0.6987,957,52240
Chi Health School Of Radiologic Technology,1154,NE,Private,Unknown,0.7778,25,18700
Joseph'S College Cosmetology,1154,NE,Private,Unknown,0.7778,98,18700
University Of Nebraska At Kearney,1089,NE,Public,Unknown,0.8579,4130,26086
Nebraska Methodist College Of Nursing & Allied Health,1154,NE,Private,Unknown,0.8829,752,36281
Metropolitan Community College Area,1154,NE,Public,Unknown,0.7778,7629,4785
Mid-Plains Community College,1154,NE,Public,Unknown,0.7778,923,15352
Midland University,1043,NE,Private,Unknown,0.6692,1191,56148
University Of Nebraska At Omaha,1120,NE,Public,Unknown,0.869,11573,24974
Nebraska Indian Community College,1154,NE,Public,Unknown,0.7778,330,4080
University Of Nebraska Medical Center,1154,NE,Public,Unknown,0.7778,861,18700
Nebraska Wesleyan University,1209,NE,Private,Unknown,0.8375,1514,56140
University Of Nebraska-Lincoln,1191,NE,Public,Unknown,0.7707,18887,28656
Northeast Community College,1154,NE,Public,Unknown,0.7778,2464,16149
Peru State College,1154,NE,Public,Unknown,0.7778,1141,22476
Summit Christian College,1154,NE,Private,Unknown,0.1429,17,24563
College Of Saint Mary,1120,NE,Private,Unknown,0.4395,455,37278
Southeast Community College Area,1154,NE,Public,Unknown,0.7778,6235,16285
Union Adventist University,1154,NE,Private,Unknown,0.9989,439,42590
Nebraska College Of Technical Agriculture,1154,NE,Public,Unknown,0.7778,228,19998
Wayne State College,1154,NE,Public,Unknown,0.7778,3041,22772
Western Nebraska Community College,1154,NE,Public,Unknown,0.7778,948,17169
York University,988,NE,Private,Unknown,0.4763,443,34500
Academy Of Hair Design-Las Vegas,1154,NV,Private,Unknown,0.7778,213,18700
College Of Southern Nevada,1154,NV,Public,Unknown,0.7778,27790,5434
Las Vegas College,1154,NV,Private,Unknown,0.7778,545,19270
University Of Nevada-Las Vegas,1091,NV,Public,Unknown,0.9626,24131,26504
University Of Nevada-Reno,1154,NV,Public,Unknown,0.8531,15723,29264
Great Basin College,1154,NV,Public,Unknown,0.7778,1855,15425
Truckee Meadows Community College,1154,NV,Public,Unknown,0.7778,6752,3794
Western Nevada College,1154,NV,Public,Unknown,0.7778,1967,4760
Colby-Sawyer College,1154,NH,Private,Unknown,0.8998,778,38708
Dartmouth College,1533,NH,Private,Unknown,0.0623,4367,87793
Empire Beauty School-Laconia,1154,NH,Private,Unknown,0.7778,82,18700
Empire Beauty School-Somersworth,1154,NH,Private,Unknown,0.7778,168,18700
Franklin Pierce University,1030,NH,Private,Unknown,0.9019,1055,64185
University Of New Hampshire-Franklin Pierce School Of Law,1154,NH,Public,Unknown,0.7778,1107,18700
Keene Beauty Academy,1154,NH,Private,Unknown,0.7778,93,18700
Magdalen College,1154,NH,Private,Unknown,0.4444,58,37956
New England College,1154,NH,Private,Unknown,0.9574,980,61592
Southern New Hampshire University,1154,NH,Private,Unknown,0.9612,156755,40450
New Hampshire Institute For Therapeutic Arts,1154,NH,Private,Unknown,0.7778,24,18700
University Of New Hampshire-Main Campus,1229,NH,Public,Unknown,0.8687,11230,36076
Keene State College,1154,NH,Public,Unknown,0.8909,2680,31070
University Of New Hampshire At Manchester,1140,NH,Public,Unknown,0.8733,486,16820
Plymouth State University,1154,NH,Public,Unknown,0.9103,3298,30854
Nhti-Concord'S Community College,1154,NH,Public,Unknown,0.7778,2186,23984
White Mountains Community College,1154,NH,Public,Unknown,0.7778,430,8450
River Valley Community College,1154,NH,Public,Unknown,0.7778,610,8340
Lakes Region Community College,1154,NH,Public,Unknown,0.7778,493,22428
Manchester Community College,1154,NH,Public,Unknown,0.7778,1610,8840
Nashua Community College,1154,NH,Public,Unknown,0.7778,1039,8540
Great Bay Community College,1154,NH,Public,Unknown,0.7778,1262,8600
Paul Mitchell The School-Portsmouth,1154,NH,Private,Unknown,0.7778,61,18700
Rivier University,1154,NH,Private,Unknown,0.8176,1312,56506
Saint Anselm College,1183,NH,Private,Unknown,0.7832,2032,67890
St Joseph School Of Nursing,1154,NH,Private,Unknown,0.7778,89,24628
University Of New Hampshire College Of Professional Studies Online,1154,NH,Public,Unknown,0.7778,1019,8712
Thomas More College Of Liberal Arts,1154,NH,Private,Unknown,0.7778,95,42700
Eastwick College-Hackensack,1154,NJ,Private,Unknown,0.7778,874,18123
Assumption College For Sisters,1154,NJ,Private,Unknown,0.7778,35,14158
Atlantic Cape Community College,1154,NJ,Public,Unknown,0.7778,3860,8039
Fortis Institute-Wayne,1154,NJ,Private,Unknown,0.7778,404,18700
Bergen Community College,1154,NJ,Public,Unknown,0.7778,10597,10113
Berkeley College-Woodland Park,1154,NJ,Private,Unknown,0.7778,1798,29000
Beth Medrash Govoha,1154,NJ,Private,Unknown,0.7778,3532,18700
Bloomfield College,1154,NJ,Private,Unknown,0.6723,901,47942
Brookdale Community College,1154,NJ,Public,Unknown,0.7778,7898,11056
Rowan College At Burlington County,1154,NJ,Public,Unknown,0.7778,6174,5880
Caldwell University,1154,NJ,Private,Unknown,0.654,1437,59324
Camden County College,1154,NJ,Public,Unknown,0.7778,6555,5856
Centenary University,1154,NJ,Private,Unknown,0.9668,934,55244
Adult And Continuing Education-Bcts,1154,NJ,Public,Unknown,0.7778,54,18700
Lincoln Technical Institute-Iselin,1154,NJ,Private,Unknown,0.7778,586,18700
American Institute-Clifton,1154,NJ,Private,Unknown,0.7778,735,18700
County College Of Morris,1154,NJ,Public,Unknown,0.7778,5315,11930
Rowan College Of South Jersey-Cumberland Campus,1154,NJ,Public,Unknown,0.7778,2077,7280
Drew University,1247,NJ,Private,Unknown,0.6944,1510,68495
Lincoln Technical Institute-South Plainfield,1154,NJ,Private,Unknown,0.7778,324,18700
Essex County College,1154,NJ,Public,Unknown,0.7778,5643,11718
Empire Beauty School-Union,1154,NJ,Private,Unknown,0.7778,113,18700
Fairleigh Dickinson University-Metropolitan Campus,1154,NJ,Private,Unknown,0.9591,2578,58514
Felician University,1020,NJ,Private,Unknown,0.9401,1754,54450
Fairleigh Dickinson University-Florham Campus,1154,NJ,Private,Unknown,0.9527,1958,58514
Hohokus School Of Trade And Technical Sciences,1154,NJ,Private,Unknown,0.7778,134,18700
Georgian Court University,1154,NJ,Private,Unknown,0.7052,1174,55920
Rowan University,1216,NJ,Public,Unknown,0.7782,14647,39342
Rowan College Of South Jersey-Gloucester Campus,1154,NJ,Public,Unknown,0.7778,4424,9420
Empire Beauty School-Cherry Hill,1154,NJ,Private,Unknown,0.7778,125,18700
Eastwick College-Ramsey,1154,NJ,Private,Unknown,0.7778,929,18186
Holy Name Medical Center-Sister Claire Tynan School Of Nursing,1154,NJ,Private,Unknown,0.25,181,24989
Hudson County Community College,1154,NJ,Public,Unknown,0.7778,6386,10240
New Jersey City University,1154,NJ,Public,Unknown,0.8918,4076,36289
Kean University,1150,NJ,Public,Unknown,0.7688,10842,34430
Lincoln Technical Institute-Union,1154,NJ,Private,Unknown,0.7778,1648,18700
Rizzieri Aveda School For Beauty And Wellness,1154,NJ,Private,Unknown,0.7778,381,18700
Mercer County Community College,1154,NJ,Public,Unknown,0.7778,5169,7897
Middlesex College,1154,NJ,Public,Unknown,0.7778,8321,8528
Monmouth University,1204,NJ,Private,Unknown,0.8954,3831,67924
Montclair State University,1080,NJ,Public,Unknown,0.8741,17677,35028
Jfk Muhlenberg Harold B. And Dorothy A. Snyder Schools,1154,NJ,Private,Unknown,0.9622,572,42370
Eastwick College-Nutley,1154,NJ,Private,Unknown,0.7778,456,15861
New Brunswick Theological Seminary,1154,NJ,Private,Unknown,0.7778,1107,18700
Robert Fiance Beauty Schools-West New York,1154,NJ,Private,Unknown,0.7778,229,18700
New Jersey Institute Of Technology,1336,NJ,Public,Unknown,0.669,8762,41352
Ocean County College,1154,NJ,Public,Unknown,0.7778,5566,5560
P B Cosmetology Education Center,1154,NJ,Private,Unknown,0.7778,113,18700
Parisian Beauty School,1154,NJ,Private,Unknown,0.7778,464,18700
Passaic County Community College,1154,NJ,Public,Unknown,0.7778,4546,9190
Pennco Tech-Blackwood,1154,NJ,Private,Unknown,0.7778,996,18700
Princeton Theological Seminary,1154,NJ,Private,Unknown,0.7778,1107,18700
